supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day,month,year
karrymart,1,1,25,50,25,cash,no,no,yes,no,no,no,no,23/05/2017,no,15:28,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,60,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,08:12,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,50,50,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,08:09,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,25,40,15,cash,no,yes,no,no,no,no,no,23/05/2017,no,15:09,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,2,290,300,10,cash,yes,no,no,yes,no,no,no,23/05/2017,no,16:53,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,50,100,50,cash,no,no,yes,no,no,no,no,23/05/2017,no,13:39,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,35,100,65,cash,no,yes,no,no,no,no,no,23/05/2017,no,13:44,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,100,100,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,13:28,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,40,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,12:56,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,80,500,420,cash,no,yes,no,no,no,no,no,23/05/2017,no,15:41,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
tuskys,1,1,270,1000,730,cash,yes,no,no,no,no,no,no,24/05/2017,no,09:42,morning,chain,cbd,mid,Wednesday,weekday,no,24,5,2017
nakumatt,14,5,2183,2183,0,card,yes,yes,yes,no,yes,yes,no,15/01/2017,no,18:09,evening,chain,mega,mid,Sunday,weekend,no,15,1,2017
tuskys,2,1,447,1000,583,cash,no,no,no,no,no,yes,no,24/05/2017,no,20:21,night,chain,cbd,mid,Wednesday,weekday,no,24,5,2017
ukwala,1,1,15,100,85,cash,no,no,no,no,no,yes,no,24/05/2017,no,14:09,afternoon,chain,cbd,mid,Wednesday,weekday,no,24,5,2017
tuskys,1,1,90,90,0,cash,yes,no,no,no,no,no,no,25/05/2017,no,20:21,night,chain,cbd,mid,Thursday,weekday,no,25,5,2017
naivas,2,3,155,200,45,cash,no,yes,no,no,yes,yes,no,20/05/2017,no,16:11,evening,chain,umoja,mid,saturday,weekend,no,20,5,2017
nakumatt,1,1,65,100,35,cash,yes,no,no,no,no,no,no,2/7/2017,yes,15:47,afternoon,chain,junction,mid,Sunday,weekend,no,2,7,2017
tuskys,2,1,120,200,80,cash,yes,no,no,no,no,no,no,23/05/2017,no,17:36,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
tuskys,2,1,455,500,5,cash,yes,no,no,no,no,no,no,24/05/2015,no,12:56,afternoon,chain,cbd,mid,Wednesday,weekday,no,24,5,2015
nakumatt,2,2,160,160,0,cash,no,no,yes,no,no,yes,no,2/7/2017,yes,17:15,evening,chain,junction,mid,Sunday,weekend,no,2,7,2017
tuskys,1,1,100,500,400,cash,yes,no,no,no,no,no,no,23/06/2017,no,17:56,evening,chain,cbd,mid,Friday,weekday,no,23,6,2017
nakumatt,1,1,210,1000,790,cash,no,no,yes,no,no,no,no,24/06/2017,no,18:53,evening,chain,karen,high,saturday,weekend,no,24,6,2017
magna,1,1,230,250,20,cash,no,yes,no,no,no,no,no,25/06/2017,no,20:14,night,small,cbd,mid,Sunday,weekend,no,25,6,2017
nakumatt,3,1,381,1000,619,cash,yes,no,no,no,no,no,no,28/08/2017,yes,21:06,night,chain,junction,mid,Monday,weekday,no,28,8,2017
large neema,2,1,130,200,70,cash,yes,no,no,no,no,no,no,29/05/2017,no,19:25,night,small,kangundo road,mid,Monday,weekday,no,29,5,2017
nakumatt,1,1,1250,1250,0,mpesa,no,no,no,yes,no,no,no,28/08/2017,yes,21:03,night,chain,junction,mid,Monday,weekday,no,28,8,2017
karrymart,2,1,100,500,400,cash,yes,no,no,no,no,no,no,23/05/2017,no,07:56,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,2,200,500,300,cash,yes,yes,no,no,no,no,no,23/05/2017,no,07:28,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,80,100,20,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:32,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,143,200,57,cash,no,yes,no,yes,no,no,no,23/05/2017,no,07:32,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,115,150,35,cash,no,yes,no,no,no,no,no,23/05/2017,no,06:46,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,100,60,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:37,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,no,yes,no,no,no,no,23/05/2017,no,07:28,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,1,175,1000,825,cash,yes,no,no,no,no,no,no,23/05/2017,no,05:30,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,145,150,5,cash,yes,no,no,no,no,no,no,23/05/2017,no,04:10,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,80,100,20,cash,yes,no,no,no,no,no,no,23/05/2017,no,05:23,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,2,105,200,94.75,cash,yes,no,no,no,no,no,no,23/05/2017,no,05:48,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,200,140,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:07,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,yes,no,no,no,no,no,no,23/05/2017,no,05:54,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,4,3,129,150,21,cash,yes,yes,yes,no,no,no,no,23/05/2017,no,06:25,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,no,yes,no,no,no,no,23/05/2017,no,12:04,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,80,100,20,cash,yes,no,no,no,no,no,no,23/05/2017,no,21:04,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,60,10,cash,yes,no,no,no,no,no,no,23/05/2017,no,08:26,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,122,200,78.4,cash,yes,no,yes,no,no,no,no,23/05/2017,no,08:23,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,80,100,20,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:40,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,100,100,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,15:03,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,74,75,0.8,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:08,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,2,253,500,247,cash,yes,no,no,yes,no,no,no,23/05/2017,no,20:39,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,56,100,43.6,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:52,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,129,200,71.4,cash,yes,no,yes,no,no,no,no,23/05/2017,no,06:19,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,170,500,330,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:29,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,50,100,50,cash,no,no,yes,no,no,no,no,23/05/2017,no,10:19,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,50,50,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,07:27,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,90,500,410,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:44,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,75,100,25,cash,yes,no,no,no,no,no,no,23/05/2017,no,08:49,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,59,500,441.28,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:59,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,50,50,0,cash,no,no,yes,no,no,no,no,23/05/2017,no,06:12,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,80,500,420,cash,no,yes,no,no,no,no,no,23/05/2017,no,10:19,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,50,10,cash,yes,no,no,no,no,no,no,23/05/2017,no,07:21,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,95,100,5,cash,yes,no,yes,no,no,no,no,23/05/2017,no,06:59,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,65,100,30,cash,yes,yes,no,no,no,no,no,23/05/2017,no,08:28,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,106,210,103.6,cash,yes,no,no,no,no,no,no,23/05/2017,no,07:03,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,35,40,5,cash,no,yes,no,no,no,no,no,23/05/2017,no,08:05,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,20,20,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,07:01,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,no,yes,no,no,no,no,23/05/2017,no,09:11,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,4,3,324,1000,676.25,cash,yes,yes,yes,no,no,no,no,23/05/2017,no,06:44,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,55,105,50,cash,no,no,yes,no,no,no,no,23/05/2017,no,13:51,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,115,200,85,cash,no,no,yes,no,no,no,no,23/05/2017,no,14:14,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,80,200,120,cash,yes,no,no,no,no,no,no,23/05/2017,no,07:09,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,50,10,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:10,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,111,200,89,cash,yes,no,no,no,no,no,no,23/05/2017,no,05:59,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,100,100,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,16:39,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,100,1000,900,cash,yes,no,no,no,no,no,no,23/05/2017,no,08:18,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,56,100,44,cash,yes,no,no,no,no,no,no,23/05/2017,no,05:54,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,70,100,30,cash,yes,no,no,no,no,no,no,23/05/2017,no,05:52,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,123,130,7,cash,yes,yes,no,no,no,no,no,23/05/2017,no,08:09,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,2,270,1000,729.75,cash,yes,no,no,yes,no,no,no,23/05/2017,no,06:09,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,25,100,75,cash,no,no,no,yes,no,no,no,23/05/2017,no,08:28,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,35,50,15,cash,no,yes,no,no,no,no,no,23/05/2017,no,08:37,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,50,200,150,cash,yes,no,no,no,no,no,no,23/05/2017,no,08:20,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,25,30,5,cash,no,no,yes,no,no,no,no,23/05/2017,no,17:31,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,30,100,70,cash,no,yes,no,no,no,no,no,23/05/2017,no,08:50,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,101,150,49,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:20,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,90,100,10,cash,no,yes,no,no,no,no,no,23/05/2017,no,19:42,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,60,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,05:39,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,108,150,42,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:28,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,56,100,44,cash,yes,no,no,no,no,no,no,23/05/2017,no,07:38,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,30,100,30,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:07,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,155,200,45,cash,no,yes,yes,no,no,no,no,23/05/2017,no,06:11,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,70,500,430,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:49,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,40,100,60,cash,no,no,yes,yes,no,no,no,23/05/2017,no,06:49,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,97,500,403.4,cash,yes,no,no,no,no,no,no,23/05/2017,no,05:52,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,80,200,120,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:09,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,100,60,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:27,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,73,100,26.8,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:50,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,127,200,73,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:51,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,39,100,61.5,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:51,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,70,200,130,cash,yes,no,no,no,no,no,no,23/05/2017,no,07:09,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,35,200,165,cash,no,yes,no,no,no,no,no,23/05/2017,no,08:01,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,60,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,04:46,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,2,114.6,200,85.4,cash,yes,no,yes,no,no,no,no,23/05/2017,no,07:43,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:31,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,70,100,30,cash,yes,no,no,no,no,no,no,23/05/2017,no,07:18,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,115,120,5,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:57,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,100,60,cash,yes,no,no,no,no,no,no,23/05/2017,no,07:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,91,500,409,cash,yes,no,no,no,no,no,no,23/05/2017,no,07:02,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,100,60,cash,yes,no,no,no,no,no,no,23/05/2017,no,07:12,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,90,90,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:55,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,90,100,10,cash,yes,no,no,no,no,no,no,23/05/2017,no,07:05,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:32,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,70,10,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:57,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,60,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:07,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,40,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:33,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,56,56,0,cash,no,yes,no,yes,no,no,no,23/05/2017,no,06:26,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,25,30,5,cash,no,no,no,yes,no,no,no,23/05/2017,no,07:39,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,182,200,18,cash,yes,no,yes,no,no,no,no,23/05/2017,no,08:12,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,5,2,410,500,90,cash,no,yes,yes,no,no,no,no,23/05/2017,no,08:08,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,100.1,1000,899.9,cash,yes,no,no,no,no,no,no,23/05/2017,no,13:27,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,2,105,200,15,cash,yes,no,yes,no,no,no,no,23/05/2017,no,13:09,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,50,100,50,cash,yes,no,no,no,no,no,no,23/05/2017,no,11:46,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,50,10,cash,no,yes,no,no,no,no,no,23/05/2017,no,06:53,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,2,30,30,0,cash,yes,no,no,yes,no,no,no,23/05/2017,no,13:33,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,75,100,25,cash,yes,no,no,no,no,no,no,23/05/2017,no,10:39,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,99.6,500,400.4,cash,yes,no,no,no,no,no,no,23/05/2017,no,10:38,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,500,440,cash,no,no,yes,no,no,no,no,23/05/2017,no,13:59,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,105,500,395,cash,no,no,yes,yes,no,no,no,23/05/2017,no,16:54,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,20,20,0,cash,no,no,yes,no,no,no,no,23/05/2017,no,17:05,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,30,25,5,cash,no,no,yes,no,no,no,no,23/05/2017,no,15:10,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,120,150,30,cash,no,yes,yes,no,no,no,no,23/05/2017,no,12:21,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,45,500,455,cash,no,no,no,yes,no,no,no,23/05/2017,no,10:20,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,110,110,0,cash,no,yes,yes,no,no,no,no,23/05/2017,no,13:31,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,90,100,10,cash,no,yes,no,no,no,no,no,23/05/2017,no,06:55,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,35,50,15,cash,no,yes,no,no,no,no,no,23/05/2017,no,18:22,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,60,0,cash,no,no,yes,no,no,no,no,23/05/2017,no,11:49,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,68,100,32,cash,yes,no,no,no,no,no,no,23/05/2017,no,09:17,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,90,100,10,cash,yes,no,no,no,no,no,no,23/05/2017,no,11:44,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,50,50,0,cash,no,no,yes,no,no,no,no,23/05/2017,no,09:49,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
acacia,1,1,580,1000,420,cash,no,no,no,no,no,yes,no,22/05/2017,no,15:07,afternoon,small,saika,mid,Monday,weekday,no,22,5,2017
Tuskys,1,1,95,95,0,cash,yes,no,no,no,no,no,no,16/05/2017,no,18:31,evening,chain,cbd,mid,Tuesday,weekday,no,16,5,2017
Tuskys,2,1,119,200,81,cash,yes,no,no,no,no,no,no,20/05/2017,no,16:26,afternoon,chain,Donholm,mid,saturday,weekend,no,20,5,2017
Tuskys,1,1,416,500,84,cash,yes,no,no,no,no,no,no,20/05/2017,no,20:28,night,chain,Donholm,mid,saturday,weekend,no,20,5,2017
Tuskys,3,2,412,500,88,cash,yes,no,no,yes,no,no,no,20/05/2017,no,12:56,afternoon,chain,Donholm,mid,saturday,weekend,no,20,5,2017
Tuskys,2,1,223,100,777,cash,yes,no,no,no,no,no,no,13/05/2017,no,20:50,night,chain,Donholm,mid,saturday,weekend,no,13,5,2017
Tuskys,5,2,220,300,80,cash,no,yes,yes,no,no,no,no,18/05/2017,no,10:43,morning,chain,Donholm,mid,Thursday,weekday,no,18,5,2017
Tuskys,3,1,720,1000,280,cash,no,no,no,no,no,yes,no,19/05/2017,no,12:06,afternoon,chain,Donholm,mid,Friday,weekday,no,19,5,2017
Tuskys,7,3,542,1000,458,cash,yes,no,yes,yes,no,no,no,21/05/2017,no,20:41,night,chain,Donholm,mid,Sunday,weekend,no,21,5,2017
Tuskys,2,1,110,110,0,cash,no,no,no,no,no,no,no,14/05/2017,no,08:53,morning,chain,Donholm,mid,Sunday,weekday,no,14,5,2017
Tuskys,4,1,680,1650,970,cash,no,no,no,no,no,yes,no,22/05/2017,no,13:32,afternoon,chain,cbd,mid,Monday,weekday,no,22,5,2017
Tuskys,2,2,260,270,10,cash,no,no,yes,no,no,yes,no,21/05/2017,no,17:30,afternoon,chain,cbd,mid,Sunday,weekend,no,21,5,2017
Tuskys,4,1,199,200,1,cash,no,no,no,no,no,yes,no,21/05/2017,no,18:50,evening,chain,cbd,mid,Sunday,weekend,no,21,5,2017
tuskys,3,1,357,500,43,cash,yes,no,no,no,no,no,no,21/05/2017,no,10:07,morning,chain,cbd,mid,Sunday,weekend,no,21,5,2017
Tuskys,7,1,1245,1500,255,cash,no,no,no,no,no,yes,no,22/05/2017,no,10:51,morning,chain,gami,mid,Monday,weekday,no,22,5,2017
Tuskys,2,1,351,400,49,cash,no,no,no,yes,no,no,no,16/05/2017,no,11:36,morning,chain,gami,mid,Tuesday,weekday,no,16,5,2017
Tuskys,1,1,350,350,0,cash,no,no,no,yes,no,no,no,8/5/2017,no,15:49,afternoon,chain,gami,mid,Monday,weekday,no,8,5,2017
Tuskys,9,2,1245,1500,255,cash,no,no,no,yes,no,yes,no,22/05/2017,no,10:51,morning,chain,gami,mid,Monday,weekday,no,22,5,2017
Naivas,1,1,45,1000,955,cash,no,no,yes,no,no,no,no,22/05/2017,no,12:23,afternoon,chain,umoja,mid,monday,weekday,no,22,5,2017
Naivas,1,1,60,1000,940,cash,no,no,no,yes,no,no,no,21/05/2017,no,17:54,evening,chain,umoja,mid,Sunday,weekend,no,21,5,2017
Naivas,3,2,345,400,55,cash,no,yes,yes,no,no,no,no,19/05/2017,no,19:42,evening,chain,umoja,mid,Friday,weekday,no,19,5,2017
Naivas,2,2,253,1000,747,cash,yes,no,no,yes,no,no,no,19/05/2017,no,15:50,afternoon,chain,umoja,mid,Friday,weekday,no,19,5,2017
Naivas,4,2,321,325,4,cash,yes,no,yes,no,no,no,no,21/05/2017,no,19:54,night,chain,umoja,mid,Sunday,weekend,no,21,5,2017
Naivas,1,1,360,1000,640,cash,yes,no,no,no,no,no,no,22/05/2017,no,14:00,afternoon,chain,umoja,mid,Monday,weekday,no,22,5,2017
Naivas,2,2,164,200,36,cash,yes,no,yes,no,no,no,no,21/05/2017,no,16:43,evening,chain,umoja,mid,Sunday,weekend,no,21,5,2017
Naivas,2,1,202,205,3,cash,yes,no,no,no,no,no,no,22/05/2017,no,14:36,afternoon,chain,umoja,mid,Monday,weekday,no,22,5,2017
Naivas,3,1,35,50,15,cash,yes,no,no,no,no,no,no,14/05/2017,no,18:42,evening,chain,umoja,mid,Sunday,weekend,no,14,5,2017
Naivas,2,1,239,500,261,cash,no,no,yes,no,no,no,no,17/05/2017,no,18:14,evening,chain,umoja,mid,Wednesday,weekday,no,17,5,2017
Naivas,4,2,367,1000,633,cash,yes,no,yes,no,no,no,no,22/05/2017,no,14:26,afternoon,chain,umoja,mid,Monday,weekday,no,22,5,2017
Naivas,1,1,46.05,50,3.95,cash,yes,no,no,no,no,no,no,16/05/2017,no,12:48,afternoon,chain,umoja,mid,Tuesday,weekday,no,16,5,2017
Naivas,4,1,504,1000,496,cash,yes,no,no,no,no,no,no,19/05/2017,no,16:49,evening,chain,umoja,mid,Friday,weekday,no,19,5,2017
Naivas,2,1,330,500,170,cash,yes,no,no,no,no,no,no,21/05/2017,no,18:15,evening,chain,umoja,mid,Sunday,weekend,no,21,5,2017
Naivas,1,1,1000,800,200,cash,no,no,yes,no,no,no,no,20/01/2017,no,19:37,night,chain,umoja,mid,saturday,weekend,no,20,1,2017
Selfridges,1,1,45,100,55,cash,no,no,no,yes,no,no,no,17/05/2017,no,14:37,afternoon,small,kiambu,mid,Wednesday,weekday,no,17,5,2017
Selfridges,1,1,120,500,380,cash,no,no,no,no,no,yes,no,19/05/2017,no,16:09,evening,small,kiambu,mid,friday,weekday,no,19,5,2017
tuskys,1,1,760,1000,240,cash,yes,no,no,no,no,no,no,15/06/2017,no,18:57,evening,chain,cbd,mid,Thursday,weekday,no,15,6,2017
tuskys,5,3,696,1000,304,cash,yes,no,yes,yes,no,no,no,30/06/2017,no,19:39,night,chain,cbd,mid,Friday,weekday,no,30,6,2017
tuskys,21,5,12475,12475,0,card,yes,yes,yes,yes,yes,no,no,10/7/2017,no,21:36,night,chain,cbd,mid,monday,weekday,no,10,7,2017
cleanshelf,8,2,1225,1250,25,cash,yes,no,no,no,no,yes,no,22/09/2017,no,17:02,evening,chain,ongata rongai,mid,Friday,weekday,no,22,9,2017
